p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;92251327;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.575953;0.400833;0.573526;0.413206;0.800794;2.47511;0.102673;0.0931416;1.73488;-7.15833;1.24804;-7.21901;-7.33718;-4.95054;-1.76284;-2.30606;0.0179598;0.0712496;0.031413;0.0985336;0.00194007;0.00668063;36991;0.00266732;0.010164;2.75616;1.64347;2.10134;3.20655;8.63452;4.71857;0.0996304;0.4975;0.722359;0.846211;0.0155305;0.00931459;0.0741642;1.53346;0.0014881;0.00199049;0.00102222;0.000239971;-0.000709304;0.00170231;-0.003642;0.00233092;0.000754132;0.00234407;0.701216;0.467768;0.69777;-0.000251318;-0.000250619;-2.65397e-05;0.000407635;0.00040638;0.00030811;-0.000572426;-0.000566535;-5.60405e-05;-0.00112506;-0.00112066;-0.000936535;0.000371994;0.000365525;3.87057e-05;0.00233582;0.00232804;0.00187772;-0.00429815;-0.00345994;-0.00509894;-1.02972;-1.02702;-0.821829;-0.000965397;-0.000936896;-0.000217722;-0.0210957;-0.021027;-0.018409;0.00281357;0.00225034;0.0034375;0.00280403;0.00223252;0.0315192;./sim_cue_integration_8_12_2019_153935_105318396
0.552;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;85622156;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.558452;0.381416;0.553743;0.387751;0.802557;2.56422;0.118365;0.079058;1.62897;-8.26891;0.905242;-8.0316;-5.15849;-2.42928;2.12462;-2.31177;0.0226688;0.0751806;0.035355;0.102636;0.00224279;0.00812425;37370;0.00239246;0.00851419;1.30156;2.04066;1.39558;2.98652;2.32608;16.2927;0.100641;0.49;0.740854;0.847099;0.0185833;0.0117164;0.0775759;1.6128;0.00218369;0.00281352;0.00187019;0.000443526;-0.000920521;0.00513633;-0.00620786;0.00175703;0.000963926;0.00179594;0.605684;0.2931;0.60502;-8.18638e-06;-1.86568e-06;-2.98435e-05;0.000418333;0.000417363;0.000283608;-0.000419705;-0.000472604;6.6809e-05;-0.00322966;-0.00322869;-0.00211471;0.000451828;0.000524591;-0.000124577;0.00368099;0.00367819;0.0024155;-0.00383897;-0.00705361;0.00568038;-0.980587;-0.980018;-0.655716;-0.00075283;-0.000921932;0.000158679;-0.0225754;-0.0225638;-0.0161072;0.00234042;0.00429705;-0.00345034;0.00233894;0.00155871;0.0369414;./sim_cue_integration_8_12_2019_153935_111264493
0.172;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;98275726;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.60356;0.396091;0.587372;0.39457;0.415637;0.753877;0.0672509;0.0992855;1.25774;-3.00828;-2.89438;-0.484926;-9.53487;-4.58646;-4.86283;-1.94363;0.00488277;0.0108596;0.0101467;0.0215264;0.00199354;0.00395278;34030;0.00386327;0.00813063;13.1275;3.84448;0.225637;0.130236;4.20719;3.57482;0.181179;0.485;0.699203;0.867521;0.00495174;0.00173286;0.0393209;0.140922;0.00146617;0.00152207;0.000466955;0.000451767;0.00538381;0.00550177;8.86996e-05;0.000135557;0.000855832;0.000160231;0.140939;0.12109;0.0383511;-2.72955e-05;-1.54585e-05;-0.000140392;-0.00496186;-0.000963493;-0.00485144;-2.79909e-05;-1.59538e-05;-0.000143094;-0.00507039;-0.000984151;-0.00495411;-1.56484e-06;-2.24321e-06;-6.01185e-06;-0.000113762;-3.26761e-05;-0.000111799;-0.000396666;-0.000111186;-0.00299347;-0.124629;-0.0244643;-0.122712;-1.20879e-05;2.2246e-06;-8.02476e-05;-0.0045192;-0.00139347;-0.00375889;0.000351999;8.87272e-05;0.0026789;7.4631e-05;0.000349423;0.00266583;./sim_cue_integration_8_12_2019_153935_112151717
1;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;89410088;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.52591;0.251321;0.5261;0.322497;1.40912;1.24941;0.765137;0.431941;5.12526;8.00775;6.65097;-0.784961;9.16783;5.31897;5.5725;-1.98797;0.184973;0.0454523;0.226538;0.0868061;0.0067967;0.0122341;39999.4;0.0139377;0.0123656;1.37085;3.55806;0.259758;0.286796;3.42856;6.97343;0.172627;0.5125;0.983258;0.987262;0.00270999;0.00239781;0.370753;0.397771;0.145626;0.142759;0.128941;0.132928;0.207124;0.204599;0.190459;0.0495957;0.0370001;0.0474427;3.87054;3.31585;0.632041;0.0760386;0.0738762;0.0610935;0.599492;-0.0481371;0.549473;0.0750905;0.0729578;0.0603372;0.592264;-0.0476196;0.542915;0.0699822;0.0679851;0.0562407;0.551369;-0.0444437;0.505598;0.115693;0.112382;0.0928807;1.13438;-0.0935023;1.04071;0.0145105;0.0140335;0.0118483;0.124387;-0.0225602;0.125807;0.334742;0.325097;0.2684;-0.0273624;0.307258;0.0400508;./sim_cue_integration_8_12_2019_153935_113810031
0.862;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;98136970;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.505329;0.456078;0.501013;0.459684;0.963783;3.62834;0.0927974;0.106424;0.72346;2.91189;2.65545;-6.99376;-3.5512;4.82409;4.52607;-2.15416;0.10888;0.136942;0.135909;0.168711;0.0032072;0.00844138;38159;0.00392939;0.0129945;18.8595;5.53839;2.47509;11.4984;6.01771;5.19697;0.139947;0.4425;0.883287;0.904966;0.0385945;0.0330944;0.146321;3.28546;0.0034384;0.0031999;0.00243013;0.0018649;0.0432182;0.038256;0.0214436;0.00421689;0.00270994;0.00406677;0.125083;0.06074;0.124682;0.0015659;0.00147048;0.00102507;-0.00822849;-0.00821461;-0.00422129;0.001385;0.00130132;0.000910207;-0.00729073;-0.00728006;-0.00374352;0.000762392;0.000715203;0.000502317;-0.0040849;-0.00407768;-0.00206621;0.0628188;0.0579419;0.0478292;-0.621439;-0.620388;-0.312927;0.00319585;0.00292468;0.00242388;-0.0253878;-0.0253591;-0.0134094;-0.0119792;-0.0110414;-0.00910108;-0.0119614;-0.00614016;0.132187;./sim_cue_integration_8_12_2019_153935_113795442
0.172;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;102535569;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.593552;0.421169;0.58262;0.424012;0.364664;0.668176;0.0875421;0.151002;1.09961;-6.65698;-1.69022;-0.789493;-9.48513;-6.74685;6.67742;-1.92113;0.00456038;0.00934708;0.00941124;0.0186105;0.00191801;0.00542635;33890;0.00770275;0.00682945;3.71861;2.11072;0.292424;0.152803;2.63446;3.8222;0.18692;0.485;0.711146;0.863011;0.00482889;0.00149246;0.0320055;0.114519;0.00168405;0.00193198;0.000497834;0.000512549;0.00523622;0.00556822;-3.43472e-05;0.000307333;0.00371868;0.000290899;0.128199;0.0876557;0.0496142;-1.65897e-05;-2.50916e-05;0.000278777;-0.00496117;-0.00180368;-0.00441719;-1.74971e-05;-2.6492e-05;0.000305866;-0.00528795;-0.00192665;-0.0046855;-1.65207e-06;-1.08939e-06;-2.14347e-05;1.9763e-05;1.61183e-05;1.18498e-05;-6.23541e-05;-0.000219339;0.00522038;-0.103684;-0.0368429;-0.0933792;1.25992e-05;9.58126e-06;0.000116751;-0.00430855;-0.00200966;-0.00311613;4.23101e-05;0.000194524;-0.00486742;7.43966e-06;4.17874e-05;0.0023521;./sim_cue_integration_8_12_2019_153935_116174002
0.069;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;96463382;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.504634;0.373056;0.547125;0.365538;0.889927;0.0527649;0.571907;2.06293;1.84304;0.764963;7.75757;5.29709;-8.47476;1.7781;-9.35472;-2.11193;0.106602;0.0471973;0.14763;0.0250138;0.00548262;0.00129942;39999.7;0.0159778;0.0152811;11.6221;1.41932;1.05415;0.702947;0.365715;0.190902;0.141821;0.4775;0.90436;0.923841;0.0258346;0.0211011;0.13858;0.00136718;0.080807;0.0810331;0.021689;-0.00455069;-0.00558761;-0.00559696;0.000534743;0.572301;0.88075;0.533679;0.703568;0.207084;0.744008;0.178283;-0.181965;0.245069;0.167114;0.174391;-0.0295549;0.178585;-0.182268;0.245476;0.167382;0.174678;-0.0296151;-0.0188337;0.0187156;-0.0252417;-0.0170982;-0.0177914;0.00308742;-0.0163935;0.0135641;-0.0203523;-0.0182365;-0.018818;0.00141932;-0.00389894;0.00253824;-0.00341531;0.00119924;0.00193098;-0.0024901;0.449494;-0.403573;0.582458;0.465345;-0.0514668;0.000138633;./sim_cue_integration_8_12_2019_153935_120643890
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;104425121;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.574873;0.396407;0.581021;0.405435;0.787796;2.45167;0.0897932;0.0785212;1.69887;-7.47571;1.14272;-7.14328;-3.03761;-5.70366;4.48001;-2.27293;0.018071;0.0704811;0.0301506;0.0973783;0.00186655;0.0052012;37048;0.00238959;0.00845182;1.73309;2.58169;1.67206;10.6627;6.29711;4.25556;0.101888;0.4575;0.714941;0.857337;0.0155402;0.00894715;0.0741419;1.49809;0.00142729;0.00187067;0.000854156;0.00026342;0.000693025;0.00341492;-0.00268153;0.00177573;0.00108965;0.00176849;0.6656;0.214725;0.66494;-0.000124469;-0.000127469;1.90143e-05;-0.000545317;-0.00054424;-0.000287993;-0.000358004;-0.000372617;0.000101432;-0.00229035;-0.00228749;-0.000931738;0.000325089;0.000339654;-0.000110166;0.00168517;0.00168391;0.000654631;-0.00268711;-0.00401014;0.0101415;-0.991741;-0.991231;-0.380969;-0.000823632;-0.000886105;0.000382319;-0.0167635;-0.0167532;-0.00747216;0.00172854;0.0026028;-0.00673021;0.00172716;0.000622675;0.0254909;./sim_cue_integration_8_12_2019_153935_119678122
0.345;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;162403049;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513637;0.50533;0.510854;0.501992;0.135916;0.0382764;0.205968;0.111763;0.0697473;-1.3465;7.04294;-1.2506;-6.37333;-2.02638;-7.09716;-1.10941;0.0017943;0.00181604;0.00309475;0.00268333;0.00324548;0.00072106;40000;0.00347426;0.00220832;5.35516;3.77148;5.05779;1.9589;3.22246;2.1571;0.493088;0.4575;0.790034;0.809782;0.00117326;0.00112384;0.0145968;0.000714006;0.0123334;0.012335;0.00148966;0.00149568;-0.000403224;-0.000403047;1.51736e-05;0.00253174;0.00098468;0.00248511;0.00137401;0.000615816;0.00136084;0.000325893;0.000210784;0.000223878;-0.000729423;-0.000674783;-6.36543e-05;0.000324906;0.00020986;0.000223772;-0.000729308;-0.000674625;-6.34322e-05;5.44525e-06;1.13802e-05;-1.8353e-05;-8.02552e-06;-4.11095e-06;-3.85751e-06;-0.000117579;-4.81971e-05;-0.000144597;-3.3629e-05;6.81648e-06;-8.70767e-05;-0.00019575;-0.000177041;-9.27853e-05;-6.3551e-05;-4.42181e-05;-2.66251e-05;-2.08691e-05;-2.61397e-05;1.09804e-05;-2.95578e-05;4.70115e-06;1.95448e-05;./sim_cue_integration_8_12_2019_153935_183343504
0.966;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;162241477;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.509549;0.502097;0.499635;0.501225;1.3349;4.90242;0.349689;0.175124;0.29798;3.19915;7.86465;5.73229;2.38423;3.0927;6.08661;-1.96835;0.194432;0.189003;0.219486;0.218254;0.00946652;0.0186876;38292.9;0.0157901;0.0351909;7.61552;1.97029;4.36448;6.7105;6.20984;3.28074;0.189687;0.5;0.958916;0.954488;0.0243219;0.027767;0.376086;6.03453;0.038299;0.0382278;0.0196013;0.0222428;0.364989;0.364527;0.189207;0.0139307;0.0126794;0.0120448;0.0372048;0.0209623;0.0365252;0.013017;0.00985795;0.012189;0.0220782;0.0217523;0.010682;0.013001;0.00984724;0.0121735;0.0220513;0.021726;0.0106686;0.00665771;0.0050038;0.00627083;0.0116228;0.0114531;0.00562646;0.172282;0.129039;0.165266;0.347993;0.343129;0.161278;0.0100517;0.00736941;0.00966897;0.0176094;0.0173586;0.00823943;0.0101926;0.00766916;0.00972196;0.0100168;0.00490941;0.298106;./sim_cue_integration_8_12_2019_153935_183537903
0.414;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;184601353;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.51341;0.5024;0.515208;0.50328;0.115519;0.04053;0.0891977;0.0974239;0.100916;-1.25174;6.07967;-5.12681;-5.28546;-4.54525;-2.13599;-0.716369;0.00108235;0.000978387;0.00199904;0.00187115;0.00278134;0.000952205;40000;0.00324925;0.00372185;5.77259;5.80359;4.20468;3.50523;6.65241;5.50542;0.546345;0.495;0.787667;0.809521;0.000737463;0.000667827;0.0103141;0.000898297;0.00326238;0.00326404;0.000791347;0.000825761;-0.000163758;-0.000163792;1.17497e-06;0.00203382;0.000834245;0.00203834;0.00364275;0.000997801;0.00364079;-7.73038e-05;-7.93985e-05;9.95765e-06;-0.000624616;-0.000625024;-7.02484e-06;-7.74097e-05;-7.94972e-05;9.97178e-06;-0.000624714;-0.000625126;-6.97514e-06;-5.13205e-06;-4.64196e-06;1.34139e-06;-2.28516e-05;-2.26754e-05;-4.09001e-06;-2.45831e-05;-1.91463e-05;-3.90952e-05;-0.000114991;-0.000106806;-9.57932e-05;-0.000142488;-0.000140177;4.3597e-05;-0.000255597;-0.000252403;-4.72142e-05;1.68853e-05;1.50811e-05;-1.08035e-05;1.64262e-05;-1.6255e-06;5.62974e-05;./sim_cue_integration_8_12_2019_153935_209288817
0.69;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;162469823;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.505047;0.462356;0.505327;0.465078;0.328968;0.573265;0.0798557;0.0893479;0.437073;5.32442;3.18656;5.35023;6.05207;-6.2326;-0.584983;-1.58759;0.0157743;0.00792593;0.0241052;0.0176538;0.00307769;0.00844048;40000;0.00269242;0.00799481;4.43604;6.87435;2.44145;4.2034;6.75156;21.0396;0.283545;0.52;0.819584;0.825339;0.00861686;0.00842821;0.0394575;0.086544;0.00207413;0.00197123;0.000808356;0.000945356;0.00346433;0.00313295;0.00147047;0.00296546;0.000969519;0.00296512;0.0450038;0.00974604;0.0443865;-0.00114793;-0.00114985;-4.30761e-05;0.0021455;0.00211864;0.000971568;-0.00104447;-0.00104602;-4.23476e-05;0.00193164;0.00190694;0.000877712;-0.000404994;-0.000405736;-7.26355e-06;0.00096244;0.000951135;0.00044139;-0.00419524;-0.00421476;-0.000146172;0.049521;0.048885;0.0225395;-0.00051226;-0.000511019;-7.69755e-05;0.00286366;0.00282458;0.0012479;-0.00251689;-0.0025247;-9.52069e-05;-0.00248531;-0.00113897;0.00303374;./sim_cue_integration_8_12_2019_153935_183598190
0.897;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;187373180;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.525181;0.499194;0.521429;0.504687;1.03522;3.82633;0.120467;0.138993;0.470561;3.98977;6.79986;-5.57473;-6.4846;3.4824;5.51739;-2.06636;0.129693;0.146844;0.159036;0.180196;0.00404195;0.0108962;38273;0.00696935;0.0136852;9.2022;3.53078;3.24162;4.66508;7.50566;4.0142;0.153166;0.505;0.90523;0.915814;0.0380328;0.0344626;0.182896;3.66995;0.00533805;0.00528545;0.00301822;0.00333147;0.0834341;0.0824998;0.0450012;0.00731112;0.00585615;0.00646674;0.0568092;0.0447118;0.0547649;0.00341017;0.0027662;0.00283119;-0.00977369;-0.00951133;-0.00846308;0.00337734;0.00274015;0.00280338;-0.00966773;-0.00940822;-0.00837137;0.00182338;0.00147689;0.00152369;-0.00527479;-0.00513343;-0.00457511;0.0924752;0.0718636;0.0845209;-0.428259;-0.416436;-0.367571;0.00409762;0.00321245;0.00361819;-0.0143113;-0.0137296;-0.0127375;-0.0108175;-0.00841773;-0.0098887;-0.0105118;-0.00938242;0.12113;./sim_cue_integration_8_12_2019_153935_211473299
0;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;162493281;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.538938;0.35912;0.497918;0.309453;1.51323;0.076587;1.75568;1.9903;4.52744;-5.19487;6.98732;7.43797;1.442;-6.13099;-3.67208;-2.01005;0.197872;0.0934728;0.232706;0.0508715;0.00739605;0.00292854;39996.9;0.0374432;0.0211403;6.44059;3.44121;2.09414;6.46328;3.80715;5.02885;0.174646;0.5175;0.977465;0.981763;0.00678204;0.00527361;0.430426;0.00286623;0.713621;0.70394;0.458104;0.514311;-0.0288901;-0.0286091;-0.0209212;0.927308;0.50131;0.907608;4.70258;0.620658;4.71033;0.7957;0.786205;0.516776;1.47576;1.47722;0.0626384;0.787661;0.778274;0.51141;1.46119;1.46264;0.0622165;0.577009;0.570122;0.374181;1.06943;1.07052;0.0440235;-0.0327496;-0.0323482;-0.0213013;-0.0749128;-0.0749804;-0.003508;0.00217123;0.00211229;0.0021173;0.0189473;0.0189962;0.00857419;1.67398;1.654;1.08814;1.67562;0.0711052;-0.000337383;./sim_cue_integration_8_12_2019_153935_183714257
0.069;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;184545673;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513011;0.377289;0.53708;0.366924;0.915134;0.0542966;0.30396;2.31562;1.98804;-1.93322;7.44617;6.5391;-6.48037;1.74605;-9.22023;-2.04165;0.109882;0.0459121;0.153108;0.0242055;0.00401535;0.00127845;39999.9;0.0169701;0.0248642;24.5275;2.25755;1.8074;3.47548;0.272557;0.265557;0.158594;0.48;0.912042;0.914821;0.023831;0.0240839;0.149584;0.0014164;0.0277432;0.0278728;0.0128028;0.00858423;-0.00305585;-0.00306888;-0.000642985;0.722798;1.11746;0.665361;0.867651;0.182755;0.878388;0.108892;-0.110358;0.14771;0.0963221;0.0972325;-0.0125778;0.109347;-0.110768;0.148298;0.0966824;0.0975958;-0.012634;0.0234667;-0.0234297;0.0313939;0.0202969;0.0204882;-0.00269764;-0.0193025;0.0159493;-0.0238481;-0.0205823;-0.0207186;0.000837289;-0.00404596;0.000573591;-0.00195629;-0.000164564;-5.59125e-05;-0.00170959;0.556837;-0.502973;0.715874;0.561249;-0.0454308;0.000149007;./sim_cue_integration_8_12_2019_153935_211875209
0.621;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;162044722;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.563009;0.434356;0.560237;0.444469;0.817453;2.69793;0.0987567;0.0938813;1.39099;-5.89763;1.58538;-7.75643;-5.2444;-3.92087;6.31276;-2.25753;0.0341851;0.0846239;0.0485763;0.113819;0.00252504;0.00557408;37449;0.00328974;0.00902371;4.03742;2.89859;1.88247;9.75089;2.86971;5.12626;0.108138;0.52;0.749923;0.838681;0.0270891;0.0178046;0.0855586;1.82461;0.00188816;0.00237755;0.0013546;0.000125319;0.00263384;0.00733589;-0.0064123;0.00284343;0.002058;0.00314528;0.449859;0.233222;0.448997;-0.000347123;-0.000413974;0.000176684;-0.00135635;-0.00135595;-0.000781255;-0.00078673;-0.000948482;0.000449965;-0.00363437;-0.00363182;-0.00219228;0.000606346;0.000733353;-0.00037835;0.00310915;0.00310511;0.00191896;-0.00529239;-0.0119535;0.0204829;-0.89865;-0.897737;-0.570834;-0.000978977;-0.00136991;0.00104278;-0.0183591;-0.0183466;-0.0128661;0.00261955;0.00591414;-0.010124;0.00261694;0.00144581;0.0374843;./sim_cue_integration_8_12_2019_153935_186252291
0.759;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;185296412;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.512713;0.428813;0.511442;0.436352;0.43677;0.818325;0.0716592;0.0688267;0.901962;-2.61118;0.529715;0.886005;8.74371;-0.153115;-2.74965;-1.79425;0.0315928;0.013557;0.0442237;0.0278766;0.00297933;0.0085608;40000;0.00292408;0.01221;10.444;4.89242;0.597144;0.401776;13.9648;6.36486;0.232794;0.515;0.82631;0.835973;0.0175377;0.0156775;0.0546225;0.172163;0.00129142;0.00134433;0.000694648;0.000440816;0.000615151;0.00139687;-0.00113826;0.00198789;0.000984764;0.00197099;0.111923;0.0744526;0.0499687;6.8392e-06;1.9564e-05;-1.50328e-05;0.000503178;0.000201779;0.000422469;-1.15636e-05;1.3849e-05;-4.6078e-05;0.00109396;0.000459261;0.000931049;3.83154e-05;1.9853e-05;5.72744e-05;-0.000842219;-0.000389422;-0.000723669;-0.00142331;-0.000499286;-0.00255026;0.121844;0.0510778;0.105382;-0.00014097;-7.44721e-05;-0.000183342;0.00638947;0.00315779;0.005237;-0.00105689;-0.000380661;-0.00187566;-0.000444728;-0.000903722;0.00631266;./sim_cue_integration_8_12_2019_153935_212470935
0.276;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;163493229;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.624556;0.364057;0.611406;0.376308;0.732173;1.95508;0.0737264;0.168365;2.33375;3.08578;-6.95104;-8.29617;-0.547423;-7.2741;-3.72663;-2.30085;0.00978685;0.0469431;0.0277391;0.069701;0.00153626;0.00471104;36002;0.0114406;0.00959401;3.02533;2.55032;0.92589;14.5748;3.25447;2.80891;0.100037;0.5;0.696616;0.889787;0.0092325;0.00316268;0.061665;0.956188;0.00230907;0.00230743;0.000904862;0.000760905;0.016343;0.0163456;0.00139578;0.000429779;0.00287485;0.000430355;1.25621;0.280225;1.25692;-5.7058e-05;-5.08161e-05;-0.00045935;-0.0185873;-0.0185912;-0.00115948;-5.7116e-05;-5.08716e-05;-0.000459494;-0.0185895;-0.0185933;-0.00116085;-7.0146e-06;-6.95473e-06;-2.81225e-05;-0.00163552;-0.00163575;-7.21899e-05;-0.00135399;-0.00113839;-0.0167881;-1.06946;-1.06978;-0.0713431;-0.000160958;-0.00015449;-0.000241089;-0.0159722;-0.0159742;-0.00163707;0.00152378;0.00128294;0.0188448;0.00152402;7.59064e-05;0.0131317;./sim_cue_integration_8_12_2019_153935_187451881
