p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.276;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1641599645;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.620283;0.359499;0.607268;0.371043;0.762465;2.01424;0.0996062;0.148094;2.32956;-7.02623;-2.84268;-7.80582;-6.8644;-7.12549;-1.00841;-2.28689;0.00972171;0.0490408;0.0261496;0.0728173;0.0017961;0.00614614;36119;0.0110688;0.00445615;2.30465;4.34861;1.52912;1.92077;2.4576;14.3902;0.101646;0.535;0.693436;0.884942;0.00971816;0.00319507;0.0685427;1.0151;0.00256729;0.00291207;0.000568001;0.00034178;0.011478;0.0135827;-0.00301016;0.000239957;0.00335475;0.000235241;1.24748;0.616756;1.24515;-3.40678e-05;-3.36924e-05;-5.14997e-05;-0.0124954;-0.0124819;-0.00890668;-3.86813e-05;-3.80942e-05;-5.46122e-05;-0.0147784;-0.0147622;-0.0105259;4.05158e-06;3.92706e-06;4.60797e-06;0.00325429;0.00325023;0.00225904;-0.000660903;-0.000693963;-0.00313334;-1.09898;-1.09782;-0.770076;-5.8857e-05;-6.40258e-05;-1.04429e-05;-0.0220131;-0.0219696;-0.016566;0.00075347;0.000788833;0.00367232;0.000752417;0.000503705;0.0192421;./sim_cue_integration_8_12_2019_153941_1662473162
0.31;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1771932091;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.512007;0.457159;0.510866;0.456631;0.284661;0.0411874;0.147389;0.404495;0.519011;-0.886115;4.95464;1.01602;-8.99035;-0.351444;-8.82966;-1.62722;0.00478016;0.00329718;0.00877697;0.00380315;0.00269408;0.000891103;40000;0.00845682;0.00907388;5.3208;3.68511;0.435223;0.586861;0.656301;0.635992;0.281033;0.5;0.799443;0.811338;0.0027018;0.00270731;0.0305344;0.000877455;0.0070082;0.00700344;0.00136933;0.00138767;-0.000495454;-0.000494873;-3.49925e-06;0.0133344;0.00824755;0.00862821;0.0165175;0.00819716;0.0131946;0.00325813;0.00099996;0.00273965;0.00184456;0.00213836;-0.000191258;0.00325405;0.000998391;0.00273704;0.00184424;0.00213782;-0.000191299;8.86195e-05;4.16253e-05;5.14321e-05;3.95455e-05;7.16583e-05;-4.22201e-05;-0.00114675;-0.0001326;-0.00118884;-0.00119683;-0.000362751;-0.000951225;-0.000650129;-0.000254642;-0.000522721;-0.000118558;0.000623691;-0.000733146;0.00347911;0.000552967;0.00347886;0.00191029;0.00182455;8.55849e-05;./sim_cue_integration_8_12_2019_153941_1796634147
0.276;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1812944681;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.509142;0.436471;0.514412;0.434058;0.41507;0.0343903;0.158301;0.843741;0.738912;-5.9083;5.72762;1.51705;-8.87807;0.237571;-9.13675;-1.83295;0.0118304;0.00708538;0.0211351;0.00515164;0.00366125;0.000670098;40000;0.00949672;0.00893026;5.72892;4.27476;0.401771;0.485986;0.340037;0.331174;0.221006;0.4925;0.801616;0.820424;0.0074675;0.006374;0.050828;0.000634654;0.00872615;0.00864172;0.00239973;0.00302958;-0.000444254;-0.00044004;-9.34912e-05;0.0533952;0.0564157;0.0192775;0.0430215;0.0155237;0.0373803;0.00871683;-0.0026949;0.0112484;0.00367417;0.0051101;-0.00115987;0.0086169;-0.0026685;0.0111278;0.00364474;0.00506877;-0.00114869;0.00203129;-0.000558072;0.00248988;0.000663416;0.00106874;-0.000419731;-0.00271318;0.000267474;-0.00300687;-0.00189325;-0.00119266;-0.000952681;-0.00104207;-2.97126e-05;-0.000884227;0.000275096;0.00133946;-0.00119715;0.0183005;-0.00161217;0.0203016;0.0144908;0.00601945;4.41015e-05;./sim_cue_integration_8_12_2019_153941_1837425810
0.31;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1823928188;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.616027;0.364748;0.600633;0.374374;0.738968;2.05674;0.0880767;0.279484;2.22446;-3.26202;-0.12257;-8.53912;-4.60433;-6.86395;2.16105;-2.32326;0.00886065;0.0504928;0.024309;0.0738562;0.00203242;0.00561261;36296;0.0197038;0.00750991;15.9618;3.03432;0.931829;7.6295;4.03275;6.24924;0.0966605;0.5075;0.697211;0.879842;0.0072589;0.00317829;0.0633768;1.05194;0.00156744;0.00167658;0.000706323;0.000638209;0.000237089;0.00119782;-0.00135762;0.000692134;0.00770614;0.00058766;1.13996;0.38587;1.13951;-7.75353e-06;-4.99521e-06;-8.45181e-06;-0.000260834;-0.000260845;-0.000166519;-1.03877e-05;-7.738e-06;5.37648e-06;-0.00124944;-0.00124929;-0.000648601;-1.51017e-06;6.58519e-07;-5.32537e-05;0.00138885;0.00138862;0.000616924;0.000195113;-0.000531752;0.0123244;-1.08069;-1.08045;-0.542449;-3.37188e-05;-4.32285e-05;0.000341283;-0.0199481;-0.0199441;-0.0113548;-0.000247134;0.000508335;-0.0127437;-0.000246959;-0.000143313;0.0187906;./sim_cue_integration_8_12_2019_153941_1846460128
0.414;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1827307042;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513957;0.502773;0.514746;0.503434;0.0977459;0.0474155;0.0951337;0.121645;0.106811;0.707505;3.2908;-6.22593;-0.365771;-4.49588;0.693828;-0.932473;0.001112;0.000982517;0.0020776;0.00204218;0.00301436;0.00131523;40000;0.00425339;0.00341269;5.84012;8.06671;2.13245;8.80972;4.89914;9.91301;0.547183;0.4975;0.787426;0.809866;0.000749348;0.000670954;0.00945847;0.00120884;0.00290135;0.00289753;0.00084137;0.000843718;-0.000103542;-0.000103793;-4.37064e-06;0.00283493;0.0011517;0.0028315;0.00390675;0.000904637;0.00390702;-0.000124644;-0.000125362;-3.02399e-05;-0.000438585;-0.000438619;6.50441e-06;-0.000124544;-0.000125245;-3.05225e-05;-0.000438867;-0.000438901;6.24068e-06;-2.42043e-05;-2.46304e-05;-1.32561e-05;-3.65836e-05;-3.6555e-05;1.16338e-06;5.60116e-07;-2.93143e-06;1.55938e-05;-0.000258482;-0.000258431;-1.35719e-05;-0.000101284;-0.000101088;5.32099e-05;-0.000270473;-0.000270343;-1.14098e-05;6.04046e-05;6.30561e-05;-7.73433e-06;6.04987e-05;-8.51564e-06;2.09921e-05;./sim_cue_integration_8_12_2019_153941_1850787336
0.345;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1831324310;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513397;0.502485;0.509106;0.497183;0.133281;0.032999;0.178835;0.0924065;0.0902793;-3.96744;5.9735;-2.19029;-4.74575;-2.6404;-8.29031;-0.959356;0.00156386;0.00160679;0.00281065;0.00237911;0.0033341;0.000627045;40000;0.00256854;0.00315928;3.78744;2.12411;4.96879;7.00416;3.65033;1.46951;0.511797;0.5625;0.78873;0.809664;0.00106072;0.000978794;0.0138625;0.000584333;0.0106352;0.0106407;0.00165778;0.00177447;-0.000419263;-0.000419131;-1.4144e-05;0.00179343;0.000745642;0.00176979;0.00242414;0.000875695;0.00240924;0.000271585;0.000188907;0.000188824;-0.00135589;-0.00133614;-0.000100495;0.00027082;0.000188201;0.000188822;-0.00135558;-0.00133583;-0.000100032;6.58924e-05;6.20087e-05;1.98672e-06;-8.49243e-05;-8.34404e-05;-3.45983e-05;-6.91299e-05;-2.44967e-05;-0.000114483;2.16573e-05;4.59396e-05;-6.52329e-05;-0.000183493;-0.000156691;-7.07762e-05;-0.000159579;-0.000145865;-6.35577e-05;-5.22395e-05;-4.55445e-05;-1.76285e-05;-5.68508e-05;2.64234e-06;6.39851e-05;./sim_cue_integration_8_12_2019_153941_1853558900
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1839433494;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513936;0.507609;0.514745;0.508102;0.092719;0.0354005;0.108169;0.128619;0.0719664;1.84173;5.05084;-7.80799;-1.75739;-2.86902;-8.2969;-0.868548;0.000946419;0.000946735;0.00167504;0.00174011;0.00241729;0.000663583;40000;0.00415334;0.00207296;5.9104;5.78628;1.51052;6.32469;3.65839;0.954882;0.564044;0.475;0.788197;0.80951;0.000608191;0.000570318;0.00806389;0.000661546;0.00411307;0.00410783;0.000956489;0.000981721;-0.000113317;-0.000113497;1.12774e-05;0.00267811;0.00109745;0.00272566;0.001805;0.000536249;0.00180493;-1.80739e-05;-4.56871e-05;4.75593e-05;-0.000687455;-0.000687419;-5.31431e-05;-1.81155e-05;-4.57737e-05;4.71335e-05;-0.000687603;-0.000687567;-5.32627e-05;-2.17915e-05;-1.96796e-05;-1.92956e-06;-1.71391e-05;-1.71201e-05;2.62796e-06;-3.8741e-05;6.5052e-06;-0.000126955;-4.64513e-05;-4.63948e-05;-1.6854e-05;-0.000111519;-0.00011471;1.76317e-06;-0.000152174;-0.000152144;-2.17349e-06;-1.59941e-05;-2.09549e-05;7.69803e-06;-1.59922e-05;-1.63003e-06;1.82642e-05;./sim_cue_integration_8_12_2019_153941_1861835478
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1887390061;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.510125;0.496786;0.511185;0.497366;0.11681;0.0529748;0.0657898;0.0833233;0.100404;4.79761;2.24378;-6.15659;-2.11886;-7.21734;0.772316;-0.826646;0.00115437;0.00099743;0.00213519;0.00213727;0.00336642;0.00157968;40000;0.00325623;0.00361079;6.78347;4.62659;3.54688;9.53917;3.67708;16.6372;0.553749;0.5275;0.790466;0.806602;0.000768344;0.000731017;0.0116651;0.00150746;0.00124099;0.00122291;0.000469776;0.000449553;-6.2924e-05;-6.49046e-05;2.5203e-06;0.00206197;0.000868314;0.00206257;0.00409811;0.00096358;0.00409711;-8.44665e-05;-8.43947e-05;-1.20243e-05;-0.000164077;-0.000164208;-7.03049e-06;-8.44312e-05;-8.43656e-05;-1.41371e-05;-0.000169042;-0.000169169;-1.13381e-05;-1.22461e-05;-1.22747e-05;-1.93486e-06;-9.6302e-06;-9.62679e-06;3.78914e-06;-1.05667e-05;-1.07948e-05;1.95957e-05;-0.000365017;-0.00036318;-4.99235e-05;-0.000160965;-0.000161197;1.38109e-05;-0.000300956;-0.00030054;-9.21053e-06;3.38306e-05;3.38556e-05;-1.44025e-05;3.37202e-05;-1.53712e-05;3.23663e-05;./sim_cue_integration_8_12_2019_153941_1911877801
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1921859270;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.600394;0.375805;0.592187;0.389714;0.804096;2.26829;0.131163;0.126691;2.1397;-7.90503;-0.533488;-8.23017;-2.71951;-5.36559;0.317256;-2.29232;0.00983232;0.0594268;0.0236851;0.0856944;0.00209676;0.00542868;36438;0.00788202;0.00817282;2.76892;1.55581;1.34213;6.90626;5.4663;6.26134;0.102346;0.515;0.699365;0.861805;0.00877313;0.00440943;0.0767065;1.2855;0.00230559;0.00280652;0.00108483;0.000989251;0.00167513;0.00317237;-0.00035545;0.00072739;0.00234756;0.000704397;1.05817;0.24491;1.05763;4.71641e-05;4.52561e-05;9.89186e-06;-0.00159618;-0.00159512;-0.000781919;4.09536e-05;3.7727e-05;2.66717e-05;-0.00290312;-0.00290149;-0.00117913;2.08788e-05;2.0721e-05;-1.63369e-05;0.000260785;0.000261098;-3.269e-05;-0.000208288;-0.000430867;0.00109324;-1.1573;-1.15699;-0.392077;-0.000286416;-0.000305265;-2.28701e-05;-0.0225717;-0.0225649;-0.0083371;0.000157781;0.000367893;-0.00100758;0.000157169;3.14e-05;0.0242721;./sim_cue_integration_8_12_2019_153941_1946893570
0.345;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1936422440;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.604552;0.357167;0.591434;0.364926;0.752717;2.12632;0.0831846;0.354085;2.13011;-5.86091;-0.835293;-7.7324;-6.99253;-6.65196;0.296788;-2.31353;0.00842906;0.052509;0.0230705;0.0758812;0.00169673;0.00419193;36396;0.0407169;0.00980446;4.41471;4.47267;2.14051;2.77789;2.97712;7.85583;0.095881;0.5125;0.697755;0.867351;0.00725526;0.00341595;0.062839;1.11394;0.00151108;0.00176024;0.000543508;0.000573097;0.00300733;0.00356276;-0.000319278;0.0012875;0.0126703;0.00124636;1.03653;0.550572;1.03357;1.2043e-05;1.15104e-05;3.79139e-05;-0.00290967;-0.00290573;-0.00203984;1.144e-05;1.14616e-05;5.6517e-05;-0.00342664;-0.00342174;-0.00240873;-3.07311e-07;4.66099e-07;9.23465e-06;0.000276316;0.000274819;0.00021153;0.000455849;0.000232488;0.00431343;-1.06391;-1.06221;-0.758784;-0.00012541;-0.000126725;0.000340556;-0.00941362;-0.00941084;-0.00818397;-0.000428844;-0.000215129;-0.00418859;-0.000426581;-0.00028722;0.00964196;./sim_cue_integration_8_12_2019_153941_1958809945
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1790320692;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.594418;0.398124;0.584581;0.411197;0.776159;2.31081;0.10183;0.0880213;1.90077;-3.88271;-0.0500769;-8.00449;-4.1352;-6.23909;3.13148;-2.27764;0.0121226;0.0635007;0.0242464;0.0905679;0.00206464;0.00625449;36731;0.0033261;0.0095876;4.61996;2.26158;1.08847;2.59007;5.64415;10.3871;0.101633;0.495;0.710013;0.851592;0.0107798;0.0056533;0.0719443;1.34067;0.00179247;0.00201113;0.000882008;0.00085422;0.00128376;0.0021586;0.000237042;0.00112557;0.00128842;0.00109804;0.837697;0.279756;0.836978;2.54143e-05;2.54004e-05;1.7057e-05;-0.00102345;-0.00102328;-0.000518959;-1.16262e-05;-1.32823e-05;3.42423e-05;-0.00168364;-0.00168318;-0.000886267;3.9502e-05;4.05844e-05;1.16629e-06;-0.000216241;-0.000215911;-7.90874e-05;-0.000414075;-0.00108914;0.00672606;-1.05172;-1.05124;-0.566355;-0.000536321;-0.000545805;7.03958e-05;-0.0159121;-0.0159043;-0.00979796;0.00027986;0.000810437;-0.00528663;0.000279878;0.000171855;0.0204995;./sim_cue_integration_8_12_2019_153942_1766765765
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1703355118;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.575683;0.395763;0.574843;0.404914;0.808329;2.50375;0.0972233;0.0928934;1.75237;-7.44889;0.907828;-7.55501;-2.86468;-6.79715;2.58515;-2.29617;0.018516;0.0722314;0.0302784;0.0993155;0.00203;0.00604818;37022;0.00286717;0.00915925;2.46818;3.38571;1.9334;5.20743;3.1401;7.66816;0.0983922;0.4875;0.714748;0.844649;0.0161988;0.00935791;0.0748503;1.56563;0.00185349;0.0023076;0.00102466;0.00042729;-0.00299397;-0.00216727;-0.00234043;0.00262488;0.00110541;0.00263158;0.709434;0.179239;0.708303;-0.000114498;-0.00011413;-1.07791e-05;0.00202673;0.00202497;0.000860875;-0.000441191;-0.000442632;4.1522e-05;0.0015421;0.00154083;0.000652975;0.000415112;0.000418083;-9.22347e-05;0.00151617;0.00151508;0.000690017;-0.00267063;-0.00288325;0.00640343;-1.04671;-1.0458;-0.409986;-0.00118151;-0.00119791;0.000329606;-0.0197459;-0.0197227;-0.00866919;0.00171263;0.00185613;-0.00430926;0.00171133;0.000697444;0.0290323;./sim_cue_integration_8_12_2019_153942_1692164616
0.552;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1655346864;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.51356;0.502921;0.511709;0.503519;0.128898;0.135596;0.0841832;0.0718684;0.0804471;0.599504;0.404769;6.33011;6.4334;-5.70551;-1.71412;-0.953681;0.00191147;0.00152785;0.00333714;0.00379542;0.00369037;0.0063416;40000;0.00250637;0.00333459;22.1871;5.34111;4.99242;4.60054;6.80186;3.95739;0.506903;0.465;0.789832;0.810869;0.00122609;0.00118592;0.0137834;0.0077418;0.00175363;0.001738;0.00077574;0.000729779;5.43665e-05;5.13852e-05;-9.80519e-07;0.00183636;0.00064121;0.00183608;0.00312116;0.000988238;0.00310826;-9.43326e-05;-9.37293e-05;1.5424e-06;3.75494e-05;3.70932e-05;1.44278e-05;-9.1589e-05;-9.10108e-05;1.40141e-06;3.55465e-05;3.51168e-05;1.36368e-05;-1.48256e-05;-1.47396e-05;4.14329e-06;2.23609e-05;2.23401e-05;3.0103e-06;-0.000267238;-0.000258956;-6.79785e-05;0.00148754;0.00146237;0.000519981;-0.000231705;-0.000230487;-2.77686e-05;0.000267866;0.000266807;7.29257e-05;-3.59556e-05;-3.36811e-05;-1.2758e-05;-3.48925e-05;-2.39667e-05;0.00029162;./sim_cue_integration_8_12_2019_153942_1644201817
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1649591007;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.510679;0.502071;0.507701;0.500806;0.108605;0.0884717;0.076941;0.0890209;0.074969;-2.6269;1.29018;-3.93235;3.24229;-5.48203;0.661885;-0.916125;0.00122108;0.0011725;0.0023134;0.00284664;0.00362006;0.00327038;40000;0.0032451;0.0023905;8.35665;9.41739;8.93633;7.96906;4.97942;8.89693;0.547487;0.5025;0.7915;0.807339;0.000770047;0.000758214;0.0114855;0.00360289;0.00197296;0.0019903;0.000725968;0.000710287;8.06296e-05;8.4104e-05;3.73557e-05;0.00233929;0.00085775;0.00233902;0.0019771;0.000646249;0.00198668;-0.000118167;-0.000118207;-1.20477e-05;-3.93961e-05;-4.15045e-05;1.53538e-05;-0.000119546;-0.000119585;-1.10291e-05;-3.84496e-05;-4.06199e-05;1.67804e-05;1.94169e-06;1.84911e-06;-3.17753e-06;-9.30023e-06;-1.00893e-05;7.0852e-07;-0.000103404;-0.000105421;1.17632e-05;-0.000506377;-0.000535867;0.000122062;-0.000130807;-0.000131256;8.06606e-06;-0.000122224;-0.000125119;-2.11589e-07;3.60234e-05;3.69094e-05;-1.6798e-06;3.80661e-05;-1.43663e-05;7.94692e-05;./sim_cue_integration_8_12_2019_153942_1638584593
0.483;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1630583073;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.574526;0.37823;0.57037;0.385255;0.795507;2.42397;0.0835162;0.108302;1.794;-4.5641;0.39879;-8.41457;-2.93377;-3.57478;3.95262;-2.2975;0.0162752;0.0682943;0.0276495;0.094799;0.00185364;0.00517467;37097;0.00396138;0.0120783;8.59261;2.47989;1.24756;4.56364;3.40493;6.89041;0.0992974;0.525;0.717168;0.850101;0.0138764;0.0076735;0.0732881;1.4517;0.00142193;0.00161525;0.000779774;0.000603383;4.83711e-05;0.00111005;-0.000508181;0.00273769;0.00169365;0.00272675;0.738981;0.185671;0.738592;-4.11794e-05;-3.84515e-05;-1.4058e-05;-9.57295e-05;-9.59895e-05;-0.000166145;-0.0001573;-0.000168144;3.52236e-05;-0.000802965;-0.000803035;-0.000428707;0.000134372;0.000151996;-6.11717e-05;0.000285601;0.000285266;-2.47705e-05;2.29536e-05;-0.00345952;0.0110329;-1.02684;-1.02655;-0.411913;-0.000951642;-0.00110536;0.000391138;-0.0204614;-0.0204538;-0.00951238;-0.000113347;0.00234062;-0.00780743;-0.000113308;-0.000217596;0.0290506;./sim_cue_integration_8_12_2019_153942_1608201716
0.483;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1596970850;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.509614;0.494346;0.508799;0.494126;0.115452;0.0567971;0.0617183;0.0781045;0.107625;-2.98688;-0.344081;-4.1317;0.806969;-6.45019;-2.64235;-0.9092;0.00115249;0.00101781;0.00221516;0.00230863;0.00350551;0.00158519;40000;0.00176341;0.00336393;7.94013;14.9576;5.56542;13.1128;2.88118;16.0783;0.541252;0.5275;0.791523;0.806536;0.000754497;0.000731729;0.0120331;0.00170032;0.00132057;0.00132654;0.000426308;0.000427573;1.62022e-05;1.75211e-05;-8.47606e-06;0.00152317;0.000480879;0.0015238;0.00382136;0.000903205;0.00382767;-1.66324e-06;-1.67238e-06;1.291e-05;-3.36079e-05;-3.28167e-05;8.93357e-06;-2.41596e-06;-2.42449e-06;1.34093e-05;-3.21173e-05;-3.13392e-05;1.09961e-05;-1.12208e-06;-1.14613e-06;9.05446e-06;-6.57299e-06;-6.34602e-06;-1.25216e-08;-3.98786e-05;-3.88908e-05;-6.29092e-05;-0.000488213;-0.000494585;2.986e-05;-0.000135614;-0.000135558;-9.39559e-06;-0.00034407;-0.000346415;-2.07824e-05;2.89896e-06;2.22202e-06;2.81128e-05;3.35585e-06;-2.67814e-05;0.000129738;./sim_cue_integration_8_12_2019_153942_1574730755
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1572229815;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.558971;0.405828;0.548612;0.413028;0.823927;2.61269;0.101062;0.0880644;1.50277;-5.23467;-0.517775;-6.8478;-7.8672;3.06564;-6.17159;-2.22839;0.0277626;0.0791604;0.0405361;0.107804;0.00225494;0.00441241;37350;0.0030017;0.00921162;7.59464;3.24662;3.29775;1.77828;16.755;3.23717;0.104796;0.53;0.741648;0.835148;0.0225568;0.014153;0.082347;1.69671;0.00235418;0.00225844;0.00138977;0.00107814;-0.00420791;-0.00140008;-0.00369231;0.00251515;0.00128258;0.002713;0.52142;0.3939;0.514576;-0.000289342;-0.000380094;0.000241939;0.00223842;0.00221918;0.00197961;-0.000140239;-0.000182135;0.000101578;0.000755983;0.000747346;0.000671219;-0.000255238;-0.000333687;0.000211776;0.00193294;0.00191262;0.00172082;0.000309101;0.00593251;-0.0157904;-0.933251;-0.926363;-0.803891;0.000361233;0.000599443;-0.00070527;-0.0176592;-0.0174862;-0.016085;-0.000136857;-0.00321896;0.00867156;-0.000133951;-0.000197482;0.0323818;./sim_cue_integration_8_12_2019_153942_1549550615
